node1,node2,distance,waypoints
3,9,1046.67,"102.847639,24.82036;102.847635,24.82036;102.847617,24.820716;102.847591,24.820764;102.847587,24.82076;102.847526,24.82102;102.847522,24.82102;102.847504,24.821181;102.847422,24.821285;102.847253,24.821419;102.847248,24.821424;102.84727,24.821441;102.847361,24.821623;102.847383,24.821819;102.847322,24.822114;102.847322,24.822396;102.847361,24.822513;102.84753,24.822773;102.84753,24.822773;102.847309,24.822969;102.84714,24.823147;102.84714,24.823147;102.846593,24.823763;102.846593,24.823763;102.84635,24.824023;102.845851,24.824397;102.845851,24.824397;102.845451,24.824696;102.845187,24.824957;102.844844,24.825434;102.844844,24.825434;102.844722,24.825686;102.844722,24.825686;102.844609,24.82592;102.844609,24.82592;102.844549,24.826033;102.844362,24.826563;102.844362,24.826563;102.844327,24.826701;102.844327,24.826701;102.844301,24.827127;102.844301,24.827127;102.844297,24.8273;102.844297,24.8273;102.844293,24.827465;102.844314,24.827795;102.844401,24.828264;102.844401,24.828264;102.844431,24.828563;102.844431,24.828563;102.844193,24.828546;102.844171,24.828529"
3,10,401.7,"102.847639,24.82036;102.847635,24.82036;102.847617,24.820716;102.847591,24.820764;102.847587,24.82076;102.847526,24.82102;102.847522,24.82102;102.847504,24.821181;102.847422,24.821285;102.847253,24.821419;102.847248,24.821424;102.84727,24.821441;102.847361,24.821623;102.847383,24.821819;102.847322,24.822114;102.847322,24.822396;102.847361,24.822513;102.84753,24.822773;102.84753,24.822773;102.847309,24.822969;102.84714,24.823147;102.847135,24.823147"
3,11,378.13,"102.848346,24.821063;102.848346,24.821063;102.849253,24.821046;102.849253,24.821046;102.850208,24.821046;102.850326,24.821063;102.850395,24.821102;102.850404,24.821146;102.850365,24.821289;102.850382,24.821493;102.850382,24.821493;102.850317,24.821567;102.850252,24.821675;102.850234,24.821749;102.850234,24.822014;102.850234,24.822014;102.850677,24.821992;102.850677,24.821992;102.850942,24.821979;102.850942,24.821975;102.851007,24.82204;102.851406,24.822309;102.851406,24.822309"
3,12,546.34,"102.848346,24.821063;102.848346,24.821063;102.849253,24.821046;102.849253,24.821046;102.850208,24.821046;102.850326,24.821063;102.850395,24.821102;102.850404,24.821146;102.850365,24.821289;102.850382,24.821493;102.850382,24.821493;102.850317,24.821567;102.850252,24.821675;102.850234,24.821749;102.850234,24.822014;102.850234,24.822014;102.850677,24.821992;102.850677,24.821992;102.850942,24.821979;102.850942,24.821975;102.851007,24.82204;102.851406,24.822309;102.851406,24.822309;102.851788,24.822565;102.851979,24.82273;102.852049,24.822743;102.852049,24.822743"
3,13,502.07,"102.848346,24.821063;102.848346,24.821063;102.849253,24.821046;102.849253,24.821046;102.850208,24.821046;102.850326,24.821063;102.850395,24.821102;102.850404,24.821146;102.850365,24.821289;102.850382,24.821493;102.850382,24.821493;102.850317,24.821567;102.850252,24.821675;102.850234,24.821749;102.850234,24.822014;102.850234,24.822014;102.850252,24.822331;102.850182,24.822561;102.850178,24.822561;102.850516,24.822747;102.850516,24.822747;102.850755,24.822951;102.850755,24.822951;102.851341,24.823442;102.851341,24.823442;102.851549,24.823611;102.851549,24.823611"
3,14,661.42,"102.848346,24.821063;102.848346,24.821063;102.849253,24.821046;102.849253,24.821046;102.850208,24.821046;102.850326,24.821063;102.850395,24.821102;102.850404,24.821146;102.850365,24.821289;102.850382,24.821493;102.850382,24.821493;102.850317,24.821567;102.850252,24.821675;102.850234,24.821749;102.850234,24.822014;102.850234,24.822014;102.850677,24.821992;102.850677,24.821992;102.850942,24.821979;102.850942,24.821975;102.851007,24.82204;102.851406,24.822309;102.851406,24.822309;102.851788,24.822565;102.851979,24.82273;102.852049,24.822743;102.852049,24.822743;102.852587,24.823247;102.852587,24.823247;102.853077,24.823659;102.853186,24.823681;102.853186,24.823681;102.853385,24.823698;102.853685,24.823772;102.853815,24.823837;102.854002,24.823967;102.854006,24.823971;102.854006,24.823971"
3,15,1279.47,"102.848346,24.821063;102.848346,24.821063;102.849253,24.821046;102.849253,24.821046;102.850208,24.821046;102.850326,24.821063;102.850395,24.821102;102.850404,24.821146;102.850365,24.821289;102.850382,24.821493;102.850382,24.821493;102.850317,24.821567;102.850252,24.821675;102.850234,24.821749;102.850234,24.822014;102.850234,24.822014;102.850252,24.822331;102.850182,24.822561;102.850178,24.822561;102.850516,24.822747;102.850516,24.822747;102.850755,24.822951;102.850755,24.822951;102.851341,24.823442;102.851341,24.823442;102.851549,24.823611;102.851549,24.823611;102.85197,24.823945;102.85197,24.823945;102.852135,24.824089;102.852135,24.824089;102.852257,24.824197;102.852565,24.824366;102.852565,24.824366;102.852639,24.824405;102.852639,24.824405;102.853181,24.824731;102.853181,24.824731;102.853976,24.824978;102.853976,24.824978;102.854002,24.824983;102.854753,24.825221;102.854753,24.825221;102.854835,24.825243;102.854835,24.825243;102.855122,24.825334;102.855516,24.825547;102.855516,24.825547;102.856089,24.825833;102.856089,24.825833;102.85651,24.826033;102.85651,24.826033;102.856727,24.826128;102.856849,24.826207;102.856849,24.826207;102.857248,24.826367;102.857248,24.826367;102.857669,24.826545;102.857669,24.826545;102.858121,24.82684;102.858121,24.82684;102.858885,24.827296;102.858885,24.827296"
3,16,952.09,"102.847639,24.82036;102.847635,24.82036;102.847617,24.820716;102.847591,24.820764;102.847587,24.82076;102.847526,24.82102;102.847522,24.82102;102.847504,24.821181;102.847422,24.821285;102.847253,24.821419;102.847248,24.821424;102.84727,24.821441;102.847361,24.821623;102.847383,24.821819;102.847322,24.822114;102.847322,24.822396;102.847361,24.822513;102.84753,24.822773;102.84753,24.822773;102.847309,24.822969;102.84714,24.823147;102.84714,24.823147;102.846593,24.823763;102.846593,24.823763;102.84635,24.824023;102.845851,24.824397;102.845846,24.824397;102.84628,24.824562;102.84628,24.824562;102.846263,24.824635;102.846207,24.824766;102.846194,24.824822;102.846189,24.824822;102.846207,24.824874;102.84625,24.824944;102.846254,24.824996;102.846102,24.825464;102.846055,24.825564;102.846055,24.825564;102.845985,24.825725;102.845985,24.825725;102.845933,24.825842;102.845933,24.825842;102.845734,24.826285;102.845734,24.826285;102.845664,24.826437;102.845664,24.826437;102.845217,24.827448;102.845217,24.827448;102.845156,24.827587"
3,17,559.87,"102.848346,24.821063;102.848346,24.821063;102.849253,24.821046;102.849253,24.821046;102.850208,24.821046;102.850326,24.821063;102.850395,24.821102;102.850404,24.821146;102.850365,24.821289;102.850382,24.821493;102.850382,24.821493;102.850317,24.821567;102.850252,24.821675;102.850234,24.821749;102.850234,24.822014;102.850234,24.822014;102.850252,24.822331;102.850182,24.822561;102.850178,24.822561;102.850516,24.822747;102.850516,24.822747;102.850399,24.823108;102.850399,24.823108;102.850339,24.823294;102.850295,24.823533;102.850295,24.823533;102.850195,24.824045;102.850191,24.824045;102.850573,24.824284;102.850573,24.824284"
3,18,1104.83,"102.848346,24.821063;102.848346,24.821063;102.849253,24.821046;102.849253,24.821046;102.850208,24.821046;102.850326,24.821063;102.850395,24.821102;102.850404,24.821146;102.850365,24.821289;102.850382,24.821493;102.850382,24.821493;102.850317,24.821567;102.850252,24.821675;102.850234,24.821749;102.850234,24.822014;102.850234,24.822014;102.850252,24.822331;102.850182,24.822561;102.850178,24.822561;102.850516,24.822747;102.850516,24.822747;102.850755,24.822951;102.850755,24.822951;102.851341,24.823442;102.851341,24.823442;102.851549,24.823611;102.851549,24.823611;102.85197,24.823945;102.85197,24.823945;102.852135,24.824089;102.852135,24.824089;102.852257,24.824197;102.852565,24.824366;102.852565,24.824366;102.852639,24.824405;102.852639,24.824405;102.853181,24.824731;102.853181,24.824731;102.85329,24.825195;102.853294,24.825456;102.85326,24.825694;102.85326,24.825694;102.85316,24.826107;102.85296,24.82681;102.852956,24.82681;102.853225,24.826858;102.853225,24.826858;102.853759,24.826957;102.853932,24.827014;102.853932,24.827014;102.854002,24.827036;102.854388,24.827231;102.854666,24.827448;102.854666,24.827448;102.85487,24.82763;102.855095,24.82786;102.855095,24.82786;102.855404,24.828125;102.855404,24.828125;102.855499,24.828199;102.855499,24.828199;102.855117,24.82829;102.855117,24.82829"
3,19,424.78,"102.848346,24.821063;102.848346,24.821063;102.849253,24.821046;102.849253,24.821046;102.850208,24.821046;102.850326,24.821063;102.850395,24.821102;102.850404,24.821146;102.850365,24.821289;102.850382,24.821493;102.850382,24.821493;102.850317,24.821567;102.850252,24.821675;102.850234,24.821749;102.850234,24.822014;102.850234,24.822014;102.850252,24.822331;102.850182,24.822561;102.850178,24.822561;102.850516,24.822747;102.850516,24.822747;102.850399,24.823108;102.850399,24.823108;102.850339,24.823294;102.850295,24.823533;102.850295,24.823533"
3,20,738.81,"102.847639,24.82036;102.847635,24.82036;102.847617,24.820716;102.847591,24.820764;102.847587,24.82076;102.847526,24.82102;102.847522,24.82102;102.847504,24.821181;102.847422,24.821285;102.847253,24.821419;102.847248,24.821424;102.84727,24.821441;102.847361,24.821623;102.847383,24.821819;102.847322,24.822114;102.847322,24.822396;102.847361,24.822513;102.84753,24.822773;102.84753,24.822773;102.847309,24.822969;102.84714,24.823147;102.84714,24.823147;102.846593,24.823763;102.846593,24.823763;102.84635,24.824023;102.845851,24.824397;102.845851,24.824397;102.845451,24.824696;102.845187,24.824957;102.844844,24.825434;102.844839,24.825434"
3,21,669.3,"102.847639,24.82036;102.847635,24.82036;102.847617,24.820716;102.847591,24.820764;102.847587,24.820764;102.84753,24.820777;102.847201,24.820786;102.847201,24.820786;102.846168,24.820781;102.846063,24.820751;102.845547,24.820508;102.845543,24.820503;102.845113,24.821124;102.845113,24.821124;102.844983,24.821306;102.844983,24.821306;102.844531,24.821944;102.844531,24.821944;102.844028,24.822661;102.844028,24.822661;102.843854,24.823034;102.84349,24.823585;102.84349,24.823585;102.843142,24.823937;102.8426,24.824627;102.842556,24.824657;102.842487,24.824674;102.842344,24.824644;102.842344,24.824644;102.842296,24.824635;102.842253,24.82464;102.842205,24.824722;102.842187,24.8248;102.842187,24.8248;102.842148,24.824935;102.842144,24.824935;102.842057,24.824896;102.842057,24.824896;102.841988,24.824844;102.841984,24.824839"
3,22,702.54,"102.848346,24.821063;102.848346,24.821063;102.849253,24.821046;102.849253,24.821046;102.850208,24.821046;102.850326,24.821063;102.850395,24.821102;102.850404,24.821146;102.850365,24.821289;102.850382,24.821493;102.850382,24.821493;102.850317,24.821567;102.850252,24.821675;102.850234,24.821749;102.850234,24.822014;102.850234,24.822014;102.850252,24.822331;102.850182,24.822561;102.850178,24.822561;102.850516,24.822747;102.850516,24.822747;102.850399,24.823108;102.850399,24.823108;102.850339,24.823294;102.850295,24.823533;102.850295,24.823533;102.850195,24.824045;102.850195,24.824045;102.850139,24.824332;102.850052,24.824618;102.850052,24.824618;102.849983,24.824761;102.849983,24.824761;102.84967,24.825334;102.849666,24.825334;102.849839,24.825399;102.850456,24.825686;102.850456,24.825686;102.850768,24.825833;102.850768,24.825833;102.851003,24.825972"
3,23,746.2,"102.847639,24.82036;102.847635,24.82036;102.847617,24.820716;102.847591,24.820764;102.847587,24.82076;102.847526,24.82102;102.847522,24.82102;102.847504,24.821181;102.847422,24.821285;102.847253,24.821419;102.847248,24.821424;102.84727,24.821441;102.847361,24.821623;102.847383,24.821819;102.847322,24.822114;102.847322,24.822396;102.847361,24.822513;102.84753,24.822773;102.84753,24.822773;102.847309,24.822969;102.84714,24.823147;102.84714,24.823147;102.846593,24.823763;102.846589,24.823763;102.846858,24.823889;102.846858,24.823889;102.847075,24.82408;102.847231,24.824314;102.847231,24.824314;102.847418,24.824562;102.847418,24.824562;102.847795,24.825035;102.847795,24.825035;102.848003,24.82523;102.848394,24.825503;102.848394,24.825503;102.848316,24.82556;102.847977,24.825829;102.847786,24.826037;102.847648,24.826276;102.847504,24.826675"
3,24,781.4,"102.848346,24.821063;102.848346,24.821063;102.849253,24.821046;102.849253,24.821046;102.850208,24.821046;102.850326,24.821063;102.850395,24.821102;102.850404,24.821146;102.850365,24.821289;102.850382,24.821493;102.850382,24.821493;102.850317,24.821567;102.850252,24.821675;102.850234,24.821749;102.850234,24.822014;102.850234,24.822014;102.850252,24.822331;102.850182,24.822561;102.850178,24.822561;102.850516,24.822747;102.850516,24.822747;102.850755,24.822951;102.850755,24.822951;102.851341,24.823442;102.851341,24.823442;102.851549,24.823611;102.851549,24.823611;102.85197,24.823945;102.85197,24.823945;102.852135,24.824089;102.852135,24.824089;102.852257,24.824197;102.852565,24.824366;102.852565,24.824366;102.852639,24.824405;102.852639,24.824405;102.853181,24.824731;102.853181,24.824731;102.85329,24.825195;102.853294,24.825456;102.85326,24.825694;102.85326,24.825694;102.85316,24.826107;102.85296,24.82681;102.852956,24.82681;102.853225,24.826858;102.853225,24.826858;102.853247,24.827018;102.853247,24.827018;102.85332,24.827465;102.85332,24.827465;102.853251,24.827444;102.852422,24.827352;102.851788,24.827235;102.851003,24.826997"
3,25,634.61,"102.847639,24.82036;102.847635,24.82036;102.847617,24.820716;102.847591,24.820764;102.847587,24.82076;102.847526,24.82102;102.847522,24.82102;102.847504,24.821181;102.847422,24.821285;102.847253,24.821419;102.847248,24.821424;102.84727,24.821441;102.847361,24.821623;102.847383,24.821819;102.847322,24.822114;102.847322,24.822396;102.847361,24.822513;102.84753,24.822773;102.84753,24.822773;102.847309,24.822969;102.84714,24.823147;102.84714,24.823147;102.846593,24.823763;102.846589,24.823763;102.846858,24.823889;102.846858,24.823889;102.847075,24.82408;102.847231,24.824314;102.847231,24.824314;102.847188,24.82434;102.847062,24.824631;102.846953,24.824813;102.846949,24.824813;102.846975,24.824831;102.846997,24.824874;102.846997,24.824926"
3,26,994.04,"102.847639,24.82036;102.847635,24.82036;102.847617,24.820716;102.847591,24.820764;102.847587,24.82076;102.847526,24.82102;102.847522,24.82102;102.847504,24.821181;102.847422,24.821285;102.847253,24.821419;102.847248,24.821424;102.84727,24.821441;102.847361,24.821623;102.847383,24.821819;102.847322,24.822114;102.847322,24.822396;102.847361,24.822513;102.84753,24.822773;102.84753,24.822773;102.847309,24.822969;102.84714,24.823147;102.84714,24.823147;102.846593,24.823763;102.846593,24.823763;102.84635,24.824023;102.845851,24.824397;102.845851,24.824397;102.845451,24.824696;102.845187,24.824957;102.844844,24.825434;102.844844,24.825434;102.844722,24.825686;102.844722,24.825686;102.844609,24.82592;102.844609,24.82592;102.844549,24.826033;102.844362,24.826563;102.844362,24.826563;102.844327,24.826701;102.844327,24.826701;102.844301,24.827127;102.844301,24.827127;102.844297,24.8273;102.844293,24.8273;102.843989,24.827292;102.843728,24.827253;102.843724,24.827248;102.843702,24.827409;102.843698,24.827409;102.843694,24.827483;102.843685,24.827483;102.843676,24.827491;102.843646,24.827539"
3,27,783.12,"102.847639,24.82036;102.847635,24.82036;102.847617,24.820716;102.847591,24.820764;102.847587,24.82076;102.847526,24.82102;102.847522,24.82102;102.847504,24.821181;102.847422,24.821285;102.847253,24.821419;102.847248,24.821424;102.84727,24.821441;102.847361,24.821623;102.847383,24.821819;102.847322,24.822114;102.847322,24.822396;102.847361,24.822513;102.84753,24.822773;102.84753,24.822773;102.847309,24.822969;102.84714,24.823147;102.84714,24.823147;102.846593,24.823763;102.846593,24.823763;102.84635,24.824023;102.845851,24.824397;102.845851,24.824397;102.845451,24.824696;102.845187,24.824957;102.844844,24.825434;102.844844,24.825434;102.844722,24.825686;102.844718,24.825686;102.844544,24.825629;102.844544,24.825629"
3,28,569.94,"102.848346,24.821063;102.848346,24.821063;102.849253,24.821046;102.849253,24.821046;102.850208,24.821046;102.850326,24.821063;102.850395,24.821102;102.850404,24.821146;102.850365,24.821289;102.850382,24.821493;102.850382,24.821493;102.850317,24.821567;102.850252,24.821675;102.850234,24.821749;102.850234,24.822014;102.850234,24.822014;102.850252,24.822331;102.850182,24.822561;102.850178,24.822561;102.850516,24.822747;102.850516,24.822747;102.850755,24.822951;102.850755,24.822951;102.851341,24.823442;102.851341,24.823442;102.851549,24.823611;102.851549,24.823611;102.85197,24.823945;102.85197,24.823945;102.852135,24.824089;102.852135,24.824089;102.852257,24.824197;102.852565,24.824366;102.852565,24.824366;102.852639,24.824405;102.852639,24.82441;102.85283,24.824045;102.852869,24.823997"
4,5,1386.06,"102.858889,24.8273;102.858889,24.8273;102.858125,24.826845;102.858125,24.826845;102.857674,24.826549;102.857674,24.826549;102.857253,24.826372;102.857253,24.826372;102.856853,24.826211;102.856853,24.826211;102.856732,24.826133;102.856515,24.826037;102.856515,24.826037;102.856094,24.825838;102.856094,24.825838;102.855521,24.825551;102.855521,24.825551;102.855126,24.825339;102.854839,24.825247;102.854839,24.825247;102.854757,24.825226;102.854757,24.825226;102.854006,24.824987;102.85398,24.824983;102.85398,24.824983;102.853186,24.824735;102.853186,24.824735;102.852643,24.82441;102.852643,24.82441;102.852569,24.824371;102.852569,24.824371;102.852261,24.824201;102.85214,24.824093;102.85214,24.824093;102.851975,24.82395;102.851975,24.82395;102.851554,24.823615;102.851554,24.823615;102.851345,24.823446;102.851345,24.823446;102.85076,24.822956;102.85076,24.822956;102.850521,24.822752;102.850521,24.822752;102.850182,24.822565;102.850182,24.822565;102.849952,24.822474;102.849497,24.822339;102.849162,24.822309;102.848872,24.822309;102.848724,24.822322;102.848724,24.822322;102.84855,24.822352;102.848069,24.822496;102.848069,24.822496;102.847895,24.822569;102.847535,24.822773;102.847535,24.822773;102.847309,24.822969;102.84714,24.823147;102.84714,24.823147;102.846593,24.823763;102.846593,24.823763;102.84635,24.824023;102.845851,24.824397;102.845846,24.824397;102.84628,24.824562;102.84628,24.824562;102.846263,24.824635;102.846207,24.824766;102.846194,24.824822;102.846189,24.824826;102.846376,24.824935;102.846402,24.82497;102.846402,24.825004"
